,index
3245,EIF4EBP2
3246,EIF4ENIF1
3247,EIF4G1
3248,EIF4G2
3249,EIF4G3
3250,EIF4H
3251,EIF5
3252,EIF5A
3253,EIF5A2
3254,EIF5B
3255,EIF6
3256,ELAC1
3257,ELAC2
3258,ELAVL1
3259,ELF1
3260,ELF2
3261,ELF3
3262,ELF4
3263,ELK1
3264,ELK3
3265,ELK4
3266,ELL
3267,ELL2
3268,ELMO1
3269,ELMO2
3270,ELMO3
3271,ELMOD2
3272,ELMOD3
3273,ELMSAN1
3274,ELOA
3275,ELOC
3276,ELOF1
3277,ELOVL1
3278,ELOVL4
3279,ELOVL5
3280,ELOVL6
3281,ELOVL7
3282,ELP2
3283,ELP3
3284,ELP4
3285,ELP5
3286,ELP6
3287,EMB
3288,EMC1
3289,EMC10
3290,EMC2
3291,EMC3
3292,EMC4
3293,EMC6
3294,EMC7
3295,EMC8
3296,EMC9
3297,EMCN
3298,EMD
3299,EME2
3300,EMG1
3301,EMID1
3302,EMILIN1
3303,EMILIN2
3304,EMILIN3
3305,EML1
3306,EML2
3307,EML3
3308,EML4
3309,EML6
3310,EMP1
3311,EMP2
3312,EMP3
3313,EMSY
3314,ENAH
3315,ENC1
3316,ENDOD1
3317,ENDOG
3318,ENDOU
3319,ENDOV
3320,ENG
3321,ENGASE
3322,ENHO
3323,ENKD1
3324,ENKUR
3325,ENO2
3326,ENO3
3327,ENOPH1
3328,ENOX1
3329,ENOX2
3330,ENPEP
3331,ENPP1
3332,ENPP2
3333,ENPP3
3334,ENPP4
3335,ENPP5
3336,ENSA
3337,ENTPD1
3338,ENTPD2
3339,ENTPD3
3340,ENTPD5
3341,ENTPD6
3342,ENTPD7
3343,ENY2
3344,EOGT
3345,EOMES
3346,EP300
3347,EP400
3348,EPAS1
3349,EPB41
3350,EPB41L1
3351,EPB41L2
3352,EPB41L3
3353,EPB41L4A
3354,EPB41L4B
3355,EPB41L5
3356,EPC1
3357,EPC2
3358,EPCAM
3359,EPDR1
3360,EPG5
3361,EPGN
3362,EPHA1
3363,EPHA2
3364,EPHA3
3365,EPHA4
3366,EPHA7
3367,EPHB2
3368,EPHB3
3369,EPHB4
3370,EPHB6
3371,EPHX1
3372,EPHX2
3373,EPHX3
3374,EPM2AIP1
3375,EPN1
3376,EPN2
3377,EPN3
3378,EPOR
3379,EPRS
3380,EPS15
3381,EPS15L1
3382,EPS8
3383,EPS8L1
3384,EPS8L2
3385,EPSTI1
3386,EPYC
3387,ERAL1
3388,ERAP1
3389,ERBB2
3390,ERBB3
3391,ERBIN
3392,ERC1
3393,ERCC1
3394,ERCC2
3395,ERCC3
3396,ERCC4
3397,ERCC5
3398,ERCC6
3399,ERCC6L2
3400,ERCC8
3401,ERF
3402,ERG
3403,ERGIC1
3404,ERGIC2
3405,ERGIC3
3406,ERH
3407,ERI1
3408,ERI2
3409,ERI3
3410,ERICH1
3411,ERICH2
3412,ERLEC1
3413,ERLIN1
3414,ERLIN2
3415,ERMARD
3416,ERMP1
3417,ERN1
3418,ERO1A
3419,ERO1B
3420,ERP29
3421,ERP44
3422,ERRFI1
3423,ESAM
3424,ESCO1
3425,ESF1
3426,ESM1
3427,ESPN
3428,ESR1
3429,ESRP1
3430,ESRP2
3431,ESYT1
3432,ESYT2
3433,ESYT3
3434,ETAA1
3435,ETF1
3436,ETFA
3437,ETFB
3438,ETFBKMT
3439,ETFDH
3440,ETFRF1
3441,ETHE1
3442,KIAA1217
3443,ETNK1
3444,ETNK2
3445,ETS1
3446,ETS2
3447,ETV1
3448,ETV3
3449,ETV5
3450,ETV6
3451,EVA1A
3452,EVA1B
3453,EVA1C
3454,EVC
3455,EVC2
3456,EVI2A
3457,EVI5
3458,EVL
3459,EVPL
3460,EVX1
3461,EXD1
3462,EXD2
3463,EXO1
3464,EXO5
3465,EXOC1
3466,EXOC2
3467,EXOC3
3468,EXOC3L1
3469,EXOC3L2
3470,EXOC3L4
3471,EXOC4
3472,EXOC5
3473,EXOC6
3474,EXOC6B
3475,EXOC7
3476,EXOC8
3477,EXOG
3478,EXOSC1
3479,EXOSC10
3480,EXOSC2
3481,EXOSC3
3482,EXOSC4
3483,EXOSC5
3484,EXOSC7
3485,EXOSC8
3486,EXOSC9
3487,EXT1
3488,EXT2
3489,EXTL1
3490,EXTL2
3491,EXTL3
3492,EYA2
3493,EYA3
3494,EYA4
3495,EZH1
3496,EZH2
3497,EZR
3498,F11R
3499,F13A1
3500,F2R
3501,F2RL1
3502,F3
3503,F8
3504,FA2H
3505,FAAH
3506,FAAP100
3507,FAAP20
3508,FAAP24
3509,FABP2
3510,FABP3
3511,FABP4
3512,FABP5
3513,FADD
3514,FADS1
3515,FADS2
3516,FADS3
3517,FADS6
3518,FAF1
3519,FAF2
3520,FAH
3521,FAHD1
3522,FAHD2B
3523,FAIM
3524,FAIM2
3525,FAM102A
3526,FAM102B
3527,RAMMET
3528,FAM104A
3529,OTULINL
3530,FAM107B
3531,FAM110A
3532,FAM110B
3533,FAM110C
3534,FAM111A
3535,FAM114A1
3536,FAM114A2
3537,FAM117A
3538,FAM117B
3539,FAM118A
3540,FAM118B
3541,FAM120A
3542,FAM120B
3543,FAM122A
3544,FAM122B
3545,FAM124A
3546,FAM126A
3547,FAM126B
3548,FAM129A
3549,FAM129B
3550,FAM129C
3551,FAM131A
3552,FAM133B
3553,FAM135A
3554,FAM136A
3555,FAM13B
3556,FAM13C
3557,FAM149A
3558,FAM149B1
3559,FAM151B
3560,FAM160A1
3561,FAM160A2
3562,FAM160B1
3563,FAM160B2
3564,FAM161A
3565,FAM161B
3566,FAM162A
3567,FAM167B
3568,FAM168A
3569,FAM168B
3570,FAM171A1
3571,FAM171A2
3572,FAM171B
3573,FAM172A
3574,FAM173A
3575,FAM173B
3576,FAM174A
3577,FAM174B
3578,FAM178B
3579,FAM180A
3580,FAM181B
3581,FAM185A
3582,FAM189A2
3583,FAM189B
3584,FAM192A
3585,FAM193A
3586,FAM198A
3587,FAM198B
3588,FAM199X
3589,FAM19A5
3590,FAM204A
3591,FAM206A
3592,FAM207A
3593,FAM208A
3594,FAM208B
3595,FAM20A
3596,FAM20B
3597,FAM20C
3598,FAM210A
3599,FAM210B
3600,FAM213A
3601,FAM213B
3602,FAM214A
3603,FAM214B
3604,FAM216A
3605,FAM217A
3606,FAM217B
3607,FAM219A
3608,FAM219B
3609,FAM220A
3610,FAM221A
3611,FAM222A
3612,FAM222B
3613,FAM229A
3614,FAM229B
3615,FAM234A
3616,FAM234B
3617,CALHM5
3618,CALHM6
3619,FAM32A
3620,FAM3A
3621,FAM3B
3622,FAM3C
3623,FAM43A
3624,FAM45A
3625,FAM49A
3626,FAM49B
3627,FAM50A
3628,FAM53A
3629,FAM53B
3630,FAM53C
3631,FAM57A
3632,FAM57B
3633,CCNQ
3634,FAM69A
3635,FAM69B
3636,FAM71A
3637,FAM71E1
3638,FAM76A
3639,FAM76B
3640,FAM81A
3641,FAM83E
3642,FAM83F
3643,FAM83G
3644,FAM83H
3645,FAM84A
3646,FAM84B
3647,FAM8A1
3648,FAM91A1
3649,FAM92A
3650,FAM96A
3651,FAM96B
3652,FAM98A
3653,FAM98B
3654,FAM98C
3655,FANCA
3656,FANCB
3657,FANCC
3658,FANCD2
3659,FANCE
3660,FANCF
3661,FANCG
3662,FANCL
3663,FAR1
3664,FARP1
3665,FARP2
3666,FARS2
3667,FARSA
3668,FARSB
3669,FAS
3670,FASLG
3671,FASN
3672,FASTK
3673,FASTKD2
3674,FASTKD3
3675,FASTKD5
3676,FAT1
3677,FAT2
3678,FAT4
3679,FAU
3680,FBF1
3681,FBL
3682,FBLIM1
3683,FBLN1
3684,FBLN2
3685,FBLN5
3686,FBLN7
3687,FBN1
3688,FBP1
3689,FBP2
3690,FBRS
3691,FBRSL1
3692,FBXL12
3693,FBXL13
3694,FBXL14
3695,FBXL15
3696,FBXL16
3697,FBXL17
3698,FBXL18
3699,FBXL19
3700,FBXL2
3701,FBXL20
3702,FBXL21
3703,FBXL3
3704,FBXL4
3705,FBXL5
3706,FBXL6
3707,FBXL8
3708,FBXO10
3709,FBXO11
3710,FBXO17
3711,FBH1
3712,FBXO21
3713,FBXO22
3714,FBXO24
3715,FBXO25
3716,FBXO27
3717,FBXO28
3718,FBXO3
3719,FBXO30
3720,FBXO31
3721,FBXO32
3722,FBXO33
3723,FBXO34
3724,FBXO36
3725,FBXO4
3726,FBXO41
3727,FBXO42
3728,FBXO44
3729,FBXO45
3730,FBXO46
3731,FBXO5
3732,FBXO6
3733,FBXO7
3734,FBXO8
3735,FBXO9
3736,FBXW11
3737,FBXW2
3738,FBXW4
3739,FBXW5
3740,FBXW7
3741,FBXW8
3742,FBXW9
3743,FCAMR
3744,FCER1G
3745,FCF1
3746,FCGR1A
3747,FCGR2B
3748,FCGR2A
3749,FCGRT
3750,FCHO1
3751,FCHO2
3752,FCHSD1
3753,FCHSD2
3754,FCMR
3755,FCRL5
3756,FCRLA
3757,FDFT1
3758,FDPS
3759,FDX1
3760,FDXACB1
3761,FDXR
3762,FECH
3763,FEM1A
3764,FEM1B
3765,FEM1C
3766,FEN1
3767,FER
3768,FERMT1
3769,FERMT2
3770,FERMT3
3771,FES
3772,FETUB
3773,FEZ1
3774,FEZ2
3775,FFAR2
3776,FGD1
3777,FGD2
3778,FGD4
3779,FGD5
3780,FGD6
3781,FGF1
3782,FGF10
3783,FGF11
3784,FGF17
3785,FGF2
3786,FGF5
3787,FGF7
3788,FGF9
3789,FGFBP1
3790,FGFR1
3791,FGFR1OP
3792,FGFR1OP2
3793,FGFR2
3794,FGFR3
3795,FGFRL1
3796,FGGY
3797,FGL2
3798,FGR
3799,FH
3800,FHIT
3801,FHL1
3802,FHL2
3803,FIBIN
3804,FIBP
3805,FICD
3806,FIG4
3807,FIGN
3808,FIGNL1
3809,FIGNL2
3810,FILIP1
3811,FILIP1L
3812,FIS1
3813,FITM2
3814,FIZ1
3815,FJX1
3816,FKBP10
3817,FKBP11
3818,FKBP14
3819,FKBP15
3820,FKBP1A
3821,FKBP1B
3822,FKBP2
3823,FKBP3
3824,FKBP4
3825,FKBP5
3826,FKBP7
3827,FKBP8
3828,FKBP9
3829,FKBPL
3830,FKRP
3831,FKTN
3832,FLAD1
3833,FLCN
3834,FLI1
3835,FLII
3836,FLNA
3837,FLNB
3838,FLNC
3839,FLOT1
3840,FLOT2
3841,FLRT2
3842,FLRT3
3843,FLT1
3844,FLT3
3845,FLT3LG
3846,FLT4
3847,FLYWCH1
3848,FLYWCH2
3849,FMC1
3850,FMNL2
3851,FMNL3
3852,FMO1
3853,FMO2
3854,FMO5
3855,FMOD
3856,FMR1
3857,FN1
3858,FN3K
3859,FNBP1
3860,FNBP4
3861,FNDC10
3862,FNDC3A
3863,FNDC3B
3864,FNDC4
3865,FNDC5
3866,FNIP1
3867,FNIP2
3868,FNTA
3869,FNTB
3870,FOCAD
3871,FOLR2
3872,FOPNL
3873,FOS
3874,FOSB
3875,FOSL1
3876,FOSL2
3877,FOXA1
3878,FOXC1
3879,FOXC2
3880,FOXF1
3881,FOXF2
3882,FOXJ2
3883,FOXJ3
3884,FOXK1
3885,FOXK2
3886,FOXL1
3887,FOXN2
3888,FOXO1
3889,FOXO3
3890,FOXO4
3891,FOXP4
3892,FOXQ1
3893,FOXRED1
3894,FOXRED2
3895,FOXS1
3896,FPGS
3897,FPGT
3898,FPR1
3899,FPR2
3900,FRA10AC1
3901,FRAT2
3902,FRG1
3903,FRK
3904,FRMD4A
3905,FRMD4B
3906,FRMD6
3907,FRMD8
3908,FRMPD4
3909,FRRS1
3910,FRS2
3911,FRY
3912,FRYL
3913,FRZB
3914,FSBP
3915,FSCN1
3916,FSD1
3917,FSD1L
3918,FST
3919,FSTL1
3920,FSTL3
3921,FTH1
3922,FTO
3923,FTSJ1
3924,FTSJ3
3925,FUBP1
3926,FUBP3
3927,FUCA1
3928,FUCA2
3929,FUK
3930,FUNDC1
3931,FUNDC2
3932,FUOM
3933,FURIN
3934,FUT10
3935,FUT11
3936,FUT2
3937,FUT4
3938,FUT8
3939,FUZ
3940,FXN
3941,FXR1
3942,FXR2
3943,FXYD1
3944,FXYD3
3945,FXYD4
3946,FXYD5
3947,FXYD6
3948,FYB1
3949,FYCO1
3950,FYN
3951,FYTTD1
3952,FZD1
3953,FZD2
3954,FZD3
3955,FZD4
3956,FZD6
3957,FZD7
3958,FZR1
3959,G0S2
3960,G2E3
3961,G3BP1
3962,G3BP2
3963,G6PC3
3964,G6PD
3965,GAA
3966,GAB1
3967,GAB2
3968,GAB3
3969,GABARAP
3970,GABARAPL1
3971,GABARAPL2
3972,GABBR1
3973,GABPA
3974,GABPB1
3975,GABPB2
3976,GABRA3
3977,GABRB1
3978,GABRD
3979,GABRG3
3980,GADD45A
3981,GADD45B
3982,GADD45G
3983,GADD45GIP1
3984,GAK
3985,GALC
3986,GALE
3987,GALK1
3988,GALK2
3989,GALM
3990,GALNS
3991,GALNT1
3992,GALNT10
3993,GALNT11
3994,GALNT12
3995,GALNT15
3996,GALNT16
3997,GALNT18
3998,GALNT3
3999,GALNT4
4000,GALNT6
4001,GALNT7
4002,GALT
4003,GAMT
4004,GAN
4005,GANAB
4006,GANC
4007,GAP43
4008,GAPVD1
4009,GARNL3
4010,GARS
4011,GART
4012,GAS1
4013,GAS2
4014,GAS2L1
4015,GAS6
4016,GAS7
4017,GAS8
4018,GATA2
4019,GATA3
4020,GATA5
4021,GATA6
4022,GATAD1
4023,GATAD2A
4024,GATAD2B
4025,GATB
4026,GATC
4027,GATM
4028,CASTOR2
4029,CASTOR1
4030,GBA
4031,GBA2
4032,GBE1
4033,GBF1
4034,GBP2
4035,GBP3
4036,GBP4
4037,GBP5
4038,GBP7
4039,GCAT
4040,GCC1
4041,GCC2
4042,GCDH
4043,GCGR
4044,GCH1
4045,GCHFR
4046,GCLC
4047,GCLM
4048,GCN1
4049,GCNT1
4050,GCNT2
4051,GCNT3
4052,GCNT4
4053,GCSAM
4054,GCSH
4055,GDA
4056,GDAP2
4057,GDE1
4058,GDF10
4059,GDF11
4060,GDF15
4061,GDF6
4062,GDF9
4063,GDI1
4064,GDI2
4065,GDPD1
4066,GDPD5
4067,GDPGP1
4068,GEM
4069,GEMIN2
4070,GEMIN4
4071,GEMIN5
4072,GEMIN7
4073,GEMIN8
4074,GEN1
4075,GET4
4076,GFER
4077,GFM1
4078,GFM2
4079,GFOD2
4080,GFPT1
4081,GFPT2
4082,GFRA1
4083,GFRA2
4084,GGA1
4085,GGA2
4086,GGA3
4087,GGACT
4088,GGCT
4089,GGCX
4090,GGH
4091,GGNBP2
4092,GGPS1
4093,GGT5
4094,GGT6
4095,GHDC
4096,GHITM
4097,GHR
4098,GID4
4099,GID8
4100,GIGYF1
4101,GIGYF2
4102,GIMAP1
4103,GIMAP4
4104,GIMAP6
4105,GIMAP8
4106,GIN1
4107,GINM1
4108,GINS2
4109,GINS3
4110,GINS4
4111,GIPC1
4112,GIPC2
4113,GIT1
4114,GIT2
4115,GJA1
4116,GJA4
4117,GJA5
4118,GJB2
4119,GJB3
4120,GJB5
4121,GJB6
4122,GJC1
4123,GJC2
4124,GK5
4125,GKAP1
4126,GLA
4127,GLB1
4128,GLB1L
4129,GLB1L2
4130,GLCCI1
4131,GLCE
4132,GLDC
4133,GLDN
4134,GLE1
4135,GLG1
4136,GLI1
4137,GLI2
4138,GLI3
4139,GLIPR1
4140,GLIPR2
4141,GLIS2
4142,GLMN
4143,GLMP
4144,GLO1
4145,GLOD4
4146,GLRB
4147,GLRX
4148,GLRX2
4149,GLRX3
4150,GLRX5
4151,GLS
4152,GLS2
4153,GLT8D1
4154,GLT8D2
4155,GLTP
4156,GLUD1
4157,GLUL
4158,GLYR1
4159,C8orf88
4160,Gm38445
4161,C1orf56
4162,S100a11
4163,C11orf96
4164,C10orf105
4165,GM2A
4166,Gm5141
4167,Gm438
4168,C14orf28
4169,NME1-NME2
4170,C11orf71
4171,LOC648044
4172,C1orf226
4173,KIAA2012
4174,GMCL1
4175,GMDS
4176,GMEB1
4177,GMEB2
4178,GMFB
4179,GMIP
4180,GMNN
4181,GMPPA
4182,GMPPB
4183,GMPR
4184,GMPR2
4185,GMPS
4186,GNA11
4187,GNA12
4188,GNA13
4189,GNA14
4190,GNA15
4191,GNAI1
4192,GNAI2
4193,GNAI3
4194,GNAL
4195,GNAO1
4196,GNAQ
4197,GNAS
4198,GNAZ
4199,GNB1
4200,GNB1L
4201,GNB2
4202,GNB4
4203,GNB5
4204,GNE
4205,GNG11
4206,GNG12
4207,GNG2
4208,GNG4
4209,GNG7
4210,GNG8
4211,GNGT2
4212,GNL1
4213,GNL2
4214,GNL3
4215,GNL3L
4216,GNPAT
4217,GNPDA1
4218,GNPDA2
4219,GNPNAT1
4220,GNPTAB
4221,GNPTG
4222,GNS
4223,GOLGA1
4224,GOLGA2
4225,GOLGA3
4226,GOLGA4
4227,GOLGA5
4228,GOLGA7
4229,GOLGB1
4230,GOLIM4
4231,GOLM1
4232,GOLPH3
4233,GOLPH3L
4234,GOLT1B
4235,GON4L
4236,GON7
4237,GOPC
4238,GORAB
4239,GORASP1
4240,GORASP2
4241,GOSR1
4242,GOSR2
4243,GOT1
4244,GOT2
4245,GP1BB
4246,GPA33
4247,GPAA1
4248,GPALPP1
4249,GPAM
4250,GPANK1
4251,GPAT2
4252,GPAT3
4253,GPAT4
4254,GPATCH1
4255,GPATCH11
4256,GPATCH2
4257,GPATCH2L
4258,GPATCH3
4259,GPATCH4
4260,GPATCH8
4261,GPBAR1
4262,GPBP1
4263,GPBP1L1
4264,GPC1
4265,GPC3
4266,GPC4
4267,GPC6
4268,GPCPD1
4269,GPD1L
4270,GPD2
4271,GPER1
4272,GPHN
4273,GPI
4274,GPKOW
4275,GPLD1
4276,GPM6A
4277,GPM6B
4278,GPN1
4279,GPN2
4280,GPN3
4281,GPNMB
4282,GPR1
4283,GPR107
4284,GPR108
4285,GPR132
4286,GPR137
4287,GPR137B
4288,GPR141
4289,GPR146
4290,GPR153
4291,GPR155
4292,GPR160
4293,GPR171
4294,GPR173
4295,GPR180
4296,GPR182
4297,GPR183
4298,GPR19
4299,GPR20
4300,GPR27
4301,GPR34
4302,GPR35
4303,GPR37L1
4304,GPR39
4305,GPR4
4306,GPR65
4307,GPR68
4308,GPR87
4309,GPR88
4310,GPRASP1
4311,GPRC5A
4312,GPRC5B
4313,GPRC5C
4314,GPS1
4315,GPS2
4316,GPSM1
4317,GPSM2
4318,GPSM3
4319,GPT
4320,GPT2
4321,GPX1
4322,GPX2
4323,GPX3
4324,GPX4
4325,GPX7
4326,GPX8
4327,GRAMD1A
4328,GRAMD1B
4329,GRAMD2B
4330,GRAMD4
4331,GRAP
4332,GRASP
4333,GRB10
4334,GRB14
4335,GRB2
4336,GRB7
4337,C12orf57
4338,GREB1
4339,GREM2
4340,GRHL1
4341,GRHL2
4342,GRHL3
4343,GRHPR
4344,GRIA3
4345,GRIA4
4346,GRIK2
4347,GRIK5
4348,GRIN1
4349,GRIN3A
4350,GRINA
4351,GRIP2
4352,GRIPAP1
4353,GRK2
4354,GRK3
4355,GRK4
4356,GRK5
4357,GRK6
4358,GRN
4359,GRPEL1
4360,GRPEL2
4361,FAM110D
4362,GRSF1
4363,GRTP1
4364,GRWD1
4365,GSAP
4366,GSDMD
4367,GSE1
4368,GSG1L
4369,GSK3A
4370,GSK3B
4371,GSKIP
4372,GSN
4373,GSPT1
4374,GSPT2
4375,GSR
4376,GSS
4377,GSTA3
4378,GSTCD
4379,GSTK1
4380,GSTM5
4381,GSTM1
4382,GSTM4
4383,GSTM3
4384,GSTO1
4385,GSTO2
4386,GSTZ1
4387,GTF2A1
4388,GTF2A2
4389,GTF2B
4390,GTF2E1
4391,GTF2E2
4392,GTF2F1
4393,GTF2F2
4394,GTF2H1
4395,GTF2H2
4396,GTF2H3
4397,GTF2H4
4398,GTF2H5
4399,GTF2I
4400,GTF2IRD1
4401,GTF3A
4402,GTF3C1
4403,GTF3C2
4404,GTF3C3
4405,GTF3C5
4406,GTF3C6
4407,GTPBP1
4408,GTPBP10
4409,GTPBP2
4410,GTPBP3
4411,GTPBP4
4412,GTPBP6
4413,GTPBP8
4414,GUCA1A
4415,GUCA1B
4416,GUCA2A
4417,GUCD1
4418,GUF1
4419,GUK1
4420,GULP1
4421,GUSB
4422,GXYLT1
4423,GXYLT2
4424,GYG1
4425,GYPC
4426,GYS1
4427,GZF1
4428,GZMA
4429,GZMM
4430,HM13
4431,H1F0
4432,HLA-DQA1
4433,HLA-DQB1
4434,HLA-DMA
4435,HLA-DRB5
4436,HLA-G
4437,HLA-DOA
4438,HLA-DOB
4439,H2AFJ
4440,H2AFV
4441,H2AFX
4442,H2AFY
4443,H2AFY2
4444,H2AFZ
4445,HIST2H3C
4446,H6PD
4447,HAAO
4448,HABP4
4449,HACD1
4450,HACD2
4451,HACD3
4452,HACD4
4453,HACE1
4454,HACL1
4455,HADH
4456,HADHA
4457,HADHB
4458,HAGH
4459,HAGHL
4460,HAND2
4461,HAP1
4462,HAPLN3
4463,HARBI1
4464,HARS
4465,HARS2
4466,HAS1
4467,HAS3
4468,HAT1
4469,HAUS1
4470,HAUS2
4471,HAUS3
4472,HAUS4
4473,HAUS5
4474,HAUS6
4475,HAUS7
4476,HAUS8
4477,HAVCR2
4478,HAX1
4479,HBEGF
4480,HBP1
4481,HBS1L
4482,HCAR1
4483,HCAR2
4484,HCCS
4485,HCFC1
4486,HCFC1R1
4487,HCFC2
4488,HCK
4489,HCLS1
4490,HCN2
4491,HCRTR1
4492,HCST
4493,HDAC1
4494,HDAC10
4495,HDAC11
4496,HDAC2
4497,HDAC3
4498,HDAC4
4499,HDAC5
4500,HDAC6
4501,HDAC7
4502,HDAC8
4503,HDC
4504,HDDC2
4505,HDDC3
4506,HDGF
4507,HDHD2
4508,HDHD3
4509,HDLBP
4510,HEATR1
4511,HEATR3
4512,HEATR5A
4513,HEATR5B
4514,HEATR6
4515,HEBP1
4516,HEBP2
4517,HECA
4518,HECTD1
4519,HECTD2
4520,HECTD3
4521,HEG1
4522,HELB
4523,HELLS
4524,HELQ
4525,HELZ
4526,HELZ2
4527,HEMK1
4528,HEPH
4529,HERC1
4530,HERC2
4531,HERC3
4532,HERC4
4533,HERC6
4534,HERPUD1
4535,HERPUD2
4536,HES1
4537,HES6
4538,HEXA
4539,HEXB
4540,HEXDC
4541,HEXIM1
4542,HEXIM2
4543,HEY1
4544,HEY2
4545,HEYL
4546,HFE
4547,HGF
4548,HGFAC
4549,HGH1
4550,HGS
4551,HGSNAT
4552,HHAT
4553,HHEX
4554,HHIP
4555,HIBADH
4556,HIBCH
4557,HIC1
4558,HIC2
4559,HID1
4560,HIF1A
4561,HIF1AN
4562,HIGD1A
4563,HIGD1B
4564,HIGD2A
4565,HIKESHI
4566,HILPDA
4567,HINFP
4568,HINT1
4569,HINT2
4570,HINT3
4571,HIP1
4572,HIP1R
4573,HIPK1
4574,HIPK2
4575,HIPK3
4576,HIRA
4577,HIRIP3
4578,HIST1H1C
4579,HIST1H1D
4580,HIST1H2AL
4581,HIST1H2AE
4582,HIST1H2BI
4583,HIST1H2BF
4584,HIST1H2BC
4585,HIST1H3D
4586,HIST2H4A
4587,HIST1H4F
4588,HIST1H4A
4589,HIST1H4I
4590,HIST4H4
4591,HIST1H4K
4592,HIST1H4D
4593,HIST1H4L
4594,HIST2H2AC
4595,HIST1H2BJ
4596,HIST1H3G
4597,HIST3H2A
4598,HIST1H2BD
4599,HIVEP1
4600,HIVEP2
4601,HIVEP3
4602,HJURP
4603,HK1
4604,HK2
4605,HLCS
4606,HLF
4607,HLTF
4608,HLX
4609,HMBOX1
4610,HMBS
4611,HMCES
4612,HMCN2
4613,HMG20A
4614,HMG20B
4615,HMGB2
4616,HMGCL
4617,HMGCR
4618,HMGCS1
4619,HMGCS2
4620,HMGN1
4621,HMGXB3
4622,HMGXB4
4623,HMOX1
4624,HMOX2
4625,HNF1B
4626,HNRNPA0
4627,HNRNPA2B1
4628,HNRNPAB
4629,HNRNPC
4630,HNRNPD
4631,HNRNPDL
4632,HNRNPF
4633,HNRNPH1
4634,HNRNPH2
4635,HNRNPH3
4636,HNRNPK
4637,HNRNPL
4638,HNRNPLL
4639,HNRNPM
4640,HNRNPR
4641,HNRNPU
4642,HNRNPUL1
4643,HNRNPUL2
4644,HOMER1
4645,HOMER2
4646,HOMER3
4647,HOMEZ
4648,HOOK1
4649,HOOK2
4650,HOOK3
4651,HOPX
4652,HOXA10
4653,HOXA11
4654,HOXA13
4655,HOXA5
4656,HOXA7
4657,HOXA9
4658,HOXB2
4659,HOXB4
4660,HOXB5
4661,HOXB6
4662,HOXB7
4663,HOXB8
4664,HOXB9
4665,HOXC10
4666,HOXC11
4667,HOXC9
4668,HOXD10
4669,HOXD4
4670,HOXD8
4671,HOXD9
4672,HP
4673,HP1BP3
4674,HPCAL1
4675,HPDL
4676,HPF1
4677,HPGD
4678,HPGDS
4679,HPRT1
4680,HPS1
4681,HPS3
4682,HPS4
4683,HPS5
4684,HPS6
4685,HPSE
4686,HR
4687,HRAS
4688,HRASLS
4689,HRH1
4690,HRH2
4691,HS1BP3
4692,HS2ST1
4693,HS3ST1
4694,HS6ST1
4695,HSBP1
4696,HSBP1L1
4697,HSCB
4698,HSD11B1
4699,HSD11B2
4700,HSD17B10
4701,HSD17B11
4702,HSD17B12
4703,HSD17B14
4704,HSD17B2
4705,HSD17B4
4706,HSD17B7
4707,HSDL1
4708,HSF1
4709,HSF2
4710,HSF4
4711,HSP90AA1
4712,HSP90AB1
4713,HSP90B1
4714,HSPA12A
4715,HSPA12B
4716,HSPA13
4717,HSPA14
4718,HSPA2
4719,HSPA4
4720,HSPA4L
4721,HSPA5
4722,HSPA8
4723,HSPA9
4724,HSPB1
4725,HSPB11
4726,HSPB2
4727,HSPB6
4728,HSPB7
4729,HSPB8
4730,HSPBAP1
4731,HSPBP1
4732,HSPD1
4733,HSPE1
4734,HSPG2
4735,HSPH1
4736,HTATIP2
4737,HTATSF1
4738,HTRA1
4739,HTRA2
4740,HTRA3
4741,HTRA4
4742,HTT
4743,HUWE1
4744,HVCN1
4745,HYAL1
4746,HYAL2
4747,HYKK
4748,HYOU1
4749,HYPK
4750,C1orf162
4751,IAH1
4752,IARS
4753,IARS2
4754,IBA57
4755,IBSP
4756,IBTK
4757,ICA1
4758,ICAM1
4759,ICAM2
4760,ICAM5
4761,ICE1
4762,ICE2
4763,ICK
4764,ICMT
4765,ICOS
4766,ID1
4767,ID2
4768,ID3
4769,ID4
4770,IDE
4771,IDH1
4772,IDH2
4773,IDH3A
4774,IDH3B
4775,IDH3G
4776,IDI1
4777,IDNK
4778,IDS
4779,IDUA
4780,IER2
4781,IER3
4782,IER3IP1
4783,IER5
4784,IER5L
4785,IFFO1
4786,IFFO2
4787,Ifi27l2b
4788,IFI30
4789,IFI35
4790,IFI44
4791,IFIH1
4792,IFIT1B
4793,IFIT2
4794,IFITM2
4795,IFITM3
4796,IFITM5
4797,IFNAR1
4798,IFNAR2
4799,IFNG
4800,IFNGR1
4801,IFNGR2
4802,IFRD1
4803,IFRD2
4804,IFT122
4805,IFT140
4806,IFT172
4807,IFT20
4808,IFT22
4809,IFT27
4810,IFT43
4811,IFT46
4812,IFT52
4813,IFT57
4814,IFT74
4815,IFT80
4816,IFT81
4817,IFT88
4818,IGBP1
4819,IGDCC4
4820,IGF1
4821,IGF1R
4822,IGF2BP2
4823,IGF2BP3
4824,IGF2R
4825,IGFBP2
4826,IGFBP3
4827,IGFBP4
4828,IGFBP5
4829,IGFBP6
4830,IGFBP7
4831,IGFLR1
4832,IGHMBP2
4833,IGIP
4834,IGSF1
