,index
8012,RC3H1
8013,RC3H2
8014,RCAN1
8015,RCAN2
8016,RCAN3
8017,RCBTB1
8018,RCBTB2
8019,RCC1
8020,RCC2
8021,RCCD1
8022,RCE1
8023,RCHY1
8024,RCL1
8025,RCN1
8026,RCN2
8027,RCN3
8028,RCOR1
8029,RCSD1
8030,RDH10
8031,RDH11
8032,RDH12
8033,RDH13
8034,RDH14
8035,RDH5
8036,RDM1
8037,RDX
8038,REC8
8039,RECK
8040,RECQL
8041,RECQL5
8042,REEP3
8043,REEP4
8044,REEP5
8045,REEP6
8046,RELA
8047,RELB
8048,RELL1
8049,RELL2
8050,REM1
8051,RENBP
8052,REPIN1
8053,REPS2
8054,RER1
8055,RERE
8056,RERG
8057,RERGL
8058,REST
8059,RET
8060,RETSAT
8061,REV3L
8062,REXO1
8063,REXO2
8064,REXO4
8065,RFC1
8066,RFC2
8067,RFC3
8068,RFC4
8069,RFC5
8070,RFESD
8071,RFFL
8072,RFK
8073,RFLNB
8074,RFNG
8075,RFT1
8076,RFTN1
8077,RFTN2
8078,RFX2
8079,RFXANK
8080,RFXAP
8081,RGCC
8082,RGL1
8083,RGL2
8084,RGL3
8085,RGMA
8086,RGMB
8087,RGS1
8088,RGS10
8089,RGS11
8090,RGS12
8091,RGS16
8092,RGS17
8093,RGS18
8094,RGS19
8095,RGS2
8096,RGS3
8097,RGS4
8098,RGS5
8099,RGS7BP
8100,RHBDD2
8101,RHBDD3
8102,RHBDF1
8103,RHBDL2
8104,RHEB
8105,RHEBL1
8106,RHOA
8107,RHOB
8108,RHOBTB2
8109,RHOBTB3
8110,RHOC
8111,RHOD
8112,RHOF
8113,RHOG
8114,RHOJ
8115,RHOQ
8116,RHOT1
8117,RHOT2
8118,RHOU
8119,RHOV
8120,RHPN2
8121,RIBC2
8122,RIC3
8123,RIC8A
8124,RIC8B
8125,RIDA
8126,RILP
8127,RILPL1
8128,RILPL2
8129,RIN2
8130,RIN3
8131,RING1
8132,RINL
8133,RINT1
8134,RIOK1
8135,RIOK3
8136,RIOX2
8137,RIPK2
8138,RIPK3
8139,RIPK4
8140,RIT1
8141,RITA1
8142,RLF
8143,RLIM
8144,RLN1
8145,RMDN1
8146,RMDN2
8147,RMI1
8148,RMND1
8149,RMND5A
8150,RMND5B
8151,RNASE4
8152,RNASE6
8153,RNASEH1
8154,RNASEH2A
8155,RNASEH2B
8156,RNASEH2C
8157,RND1
8158,RND2
8159,RND3
8160,RNF10
8161,RNF103
8162,RNF11
8163,RNF113A
8164,RNF114
8165,RNF115
8166,RNF121
8167,RNF122
8168,RNF123
8169,RNF126
8170,RNF128
8171,RNF13
8172,RNF130
8173,RNF138
8174,RNF139
8175,RNF14
8176,RNF141
8177,RNF144A
8178,RNF144B
8179,RNF145
8180,RNF146
8181,RNF149
8182,RNF150
8183,RNF157
8184,RNF166
8185,RNF167
8186,RNF168
8187,RNF169
8188,RNF170
8189,RNF181
8190,RNF185
8191,RNF187
8192,RNF19A
8193,RNF19B
8194,RNF2
8195,RNF20
8196,RNF213
8197,RNF215
8198,RNF216
8199,RNF217
8200,RNF219
8201,RNF220
8202,RNF223
8203,RNF24
8204,RNF25
8205,RNF26
8206,RNF31
8207,RNF34
8208,RNF4
8209,RNF40
8210,RNF41
8211,RNF44
8212,RNF5
8213,RNF6
8214,RNF7
8215,RNFT1
8216,RNGTT
8217,RNH1
8218,RNMT
8219,RNPC3
8220,RNPEP
8221,RNPEPL1
8222,RNPS1
8223,ROBO1
8224,ROBO4
8225,ROCK1
8226,ROCK2
8227,ROGDI
8228,ROM1
8229,ROMO1
8230,ROR1
8231,RORA
8232,RORC
8233,RP2
8234,RP9
8235,RPA1
8236,RPA2
8237,RPA3
8238,RPAIN
8239,RPAP3
8240,RPE
8241,RPF1
8242,RPF2
8243,RPGR
8244,RPGRIP1L
8245,RPIA
8246,RPL10
8247,RPL10A
8248,RPL11
8249,RPL12
8250,RPL13A
8251,RPL14
8252,RPL15
8253,RPL18
8254,RPL18A
8255,RPL19
8256,RPL21
8257,RPL22
8258,RPL23
8259,RPL24
8260,RPL26
8261,RPL27
8262,RPL27A
8263,RPL28
8264,RPL3
8265,RPL30
8266,RPL31
8267,RPL35
8268,RPL35A
8269,RPL36AL
8270,RPL37
8271,RPL37A
8272,RPL38
8273,RPL39
8274,RPL4
8275,RPL5
8276,RPL7
8277,RPL7A
8278,RPL7L1
8279,RPL8
8280,RPL9
8281,RPLP0
8282,RPLP2
8283,RPN1
8284,RPN2
8285,RPP14
8286,RPP21
8287,RPP25
8288,RPP25L
8289,RPP30
8290,RPP38
8291,RPP40
8292,RPRD1B
8293,RPRD2
8294,RPS10
8295,RPS11
8296,RPS12
8297,RPS13
8298,RPS14
8299,RPS15
8300,RPS15A
8301,RPS16
8302,RPS17
8303,RPS18
8304,RPS19
8305,RPS19BP1
8306,RPS2
8307,RPS20
8308,RPS21
8309,RPS23
8310,RPS24
8311,RPS25
8312,RPS26
8313,Rps27rt
8314,RPS27A
8315,RPS27L
8316,RPS28
8317,RPS29
8318,RPS3
8319,RPS4Y1
8320,RPS5
8321,RPS6
8322,RPS6KA1
8323,RPS6KA3
8324,RPS6KA4
8325,RPS6KA5
8326,RPS6KB1
8327,RPS6KB2
8328,RPS6KC1
8329,RPS7
8330,RPS8
8331,RPS9
8332,RPSA
8333,RPTOR
8334,RPUSD4
8335,RRAD
8336,RRAGA
8337,RRAGC
8338,RRAS
8339,RRAS2
8340,RREB1
8341,RRM1
8342,RRM2
8343,RRM2B
8344,RRN3
8345,RRP15
8346,RRP36
8347,RRP7A
8348,RRP8
8349,RRP9
8350,RRS1
8351,RSAD1
8352,RSAD2
8353,RSBN1
8354,RSBN1L
8355,RSL1D1
8356,RSL24D1
8357,RSPH1
8358,RSPO3
8359,RSRC1
8360,RSU1
8361,RTCA
8362,RTCB
8363,RTF1
8364,RTKN
8365,RTN2
8366,RTN3
8367,RTN4
8368,RTN4IP1
8369,RTN4RL1
8370,RTP4
8371,RUBCN
8372,RUFY3
8373,RUNDC1
8374,RUNX1
8375,RUNX1T1
8376,RUSC1
8377,RUSC2
8378,RUVBL1
8379,RUVBL2
8380,RWDD1
8381,RWDD2A
8382,RXRA
8383,RXRB
8384,RYK
8385,S100A1
8386,S100A10
8387,S100A13
8388,S100A14
8389,S100A16
8390,S100A4
8391,S100A5
8392,S100A6
8393,S100A8
8394,S100A9
8395,S100B
8396,S1PR1
8397,S1PR2
8398,S1PR3
8399,SAAL1
8400,SAC3D1
8401,SACM1L
8402,SAE1
8403,SAFB
8404,SAFB2
8405,SAMD10
8406,SAMD14
8407,SAMD4B
8408,SAMD5
8409,SAMHD1
8410,SAMM50
8411,SAMSN1
8412,SAP30
8413,SAP30BP
8414,SAR1A
8415,SAR1B
8416,SARAF
8417,SARDH
8418,SARNP
8419,SARS
8420,SARS2
8421,SART1
8422,SART3
8423,SASH1
8424,SASH3
8425,SASS6
8426,SAT1
8427,SATB1
8428,SAV1
8429,SAYSD1
8430,SBDS
8431,SBF1
8432,SBF2
8433,SBNO1
8434,SBNO2
8435,SBSN
8436,SC5D
8437,SCAF11
8438,SCAF8
8439,SCAI
8440,SCAMP1
8441,SCAMP2
8442,SCAMP3
8443,SCAMP5
8444,SCAND1
8445,SCAP
8446,SCAPER
8447,SCARA3
8448,SCARA5
8449,SCARB1
8450,SCARB2
8451,SCARF2
8452,SCCPDH
8453,SCD
8454,SCFD1
8455,SCFD2
8456,SCGB3A1
8457,SCLY
8458,SCN1B
8459,SCN4B
8460,SCN7A
8461,SCNM1
8462,SCNN1B
8463,SCNN1G
8464,SCO2
8465,SCOC
8466,SCP2
8467,SCPEP1
8468,SCRIB
8469,SCRN1
8470,SCRN3
8471,SCUBE1
8472,SCYL1
8473,SCYL2
8474,SCYL3
8475,SDAD1
8476,SDC1
8477,SDC2
8478,SDC3
8479,SDC4
8480,SDCBP
8481,SDCBP2
8482,ENTR1
8483,SDCCAG8
8484,SDE2
8485,SDF2
8486,SDF2L1
8487,SDF4
8488,SDHA
8489,SDHAF1
8490,SDHAF2
8491,SDHAF4
8492,SDHB
8493,SDHC
8494,SDHD
8495,SDR39U1
8496,SDR42E1
8497,SEC11A
8498,SEC11C
8499,SEC13
8500,SEC14L1
8501,SEC16A
8502,SEC16B
8503,SEC22A
8504,SEC22B
8505,SEC23A
8506,SEC23B
8507,SEC23IP
8508,SEC24B
8509,SEC24C
8510,SEC24D
8511,SEC31A
8512,SEC61A1
8513,SEC61A2
8514,SEC61B
8515,SEC62
8516,SEC63
8517,SECISBP2
8518,SECISBP2L
8519,SEH1L
8520,SEL1L
8521,SELE
8522,SELENOF
8523,SELENOH
8524,SELENOI
8525,SELENOK
8526,SELENOM
8527,SELENON
8528,SELENOO
8529,SELENOP
8530,SELENOS
8531,SELENOT
8532,SELENOW
8533,SELL
8534,SELP
8535,SELPLG
8536,SEM1
8537,SEMA3B
8538,SEMA3C
8539,SEMA3D
8540,SEMA3F
8541,SEMA4A
8542,SEMA4B
8543,SEMA4C
8544,SEMA4D
8545,SEMA4G
8546,SEMA5A
8547,SEMA6A
8548,SEMA7A
8549,SENP1
8550,SENP2
8551,SENP3
8552,SENP6
8553,SENP7
8554,SENP8
8555,SEPHS1
8556,SEPHS2
8557,SEPT1
8558,SEPT10
8559,SEPT11
8560,SEPT2
8561,SEPT4
8562,SEPT6
8563,SEPT7
8564,SEPT8
8565,SEPT9
8566,SERBP1
8567,SERF2
8568,SERHL2
8569,SERINC1
8570,SERINC2
8571,SERINC3
8572,SERINC5
8573,SERP1
8574,SERPINB1
8575,SERPINB5
8576,SERPINB6
8577,SERPINB8
8578,SERPINB9
8579,SERPINE1
8580,SERPINE2
8581,SERPINF1
8582,SERPING1
8583,SERPINH1
8584,SERPINI1
8585,SERTAD1
8586,SERTAD2
8587,SERTAD4
8588,SESN1
8589,SESN2
8590,SESN3
8591,SESTD1
8592,SET
8593,SETD1A
8594,SETD3
8595,SETD5
8596,SETD6
8597,SETDB2
8598,SEZ6
8599,SF3A1
8600,SF3A3
8601,SF3B1
8602,SF3B2
8603,SF3B3
8604,SF3B4
8605,SF3B5
8606,SF3B6
8607,SFMBT1
8608,SFN
8609,SFPQ
8610,SFR1
8611,SFRP1
8612,SFRP2
8613,SFRP4
8614,SFSWAP
8615,SFT2D1
8616,SFT2D2
8617,SFXN1
8618,SFXN3
8619,SGCA
8620,SGCB
8621,SGCE
8622,SGCG
8623,SGK1
8624,SGMS1
8625,SGPL1
8626,SGSH
8627,SGSM2
8628,SGSM3
8629,SGTA
8630,SH2B1
8631,SH2B3
8632,SH2D1A
8633,SH2D2A
8634,SH2D3C
8635,SH2D4A
8636,SH3BGRL
8637,SH3BGRL2
8638,SH3BGRL3
8639,SH3BP1
8640,SH3BP2
8641,SH3BP5
8642,SH3D19
8643,SH3D21
8644,SH3GL1
8645,SH3GL2
8646,SH3GLB1
8647,SH3GLB2
8648,SH3KBP1
8649,SH3PXD2A
8650,SH3PXD2B
8651,SH3YL1
8652,SHARPIN
8653,SHB
8654,SHC1
8655,SHE
8656,SHH
8657,SHISA2
8658,SHISA3
8659,SHISA4
8660,SHISA5
8661,SHISA9
8662,SHKBP1
8663,SHMT2
8664,SHOC2
8665,SHROOM3
8666,SIAE
8667,SIDT1
8668,SIDT2
8669,SIGMAR1
8670,SIKE1
8671,SIL1
8672,SIMC1
8673,SIN3A
8674,SIN3B
8675,SIPA1
8676,SIPA1L1
8677,SIRPA
8678,SIRT2
8679,SIRT3
8680,SIRT4
8681,SIRT6
8682,SIRT7
8683,SIVA1
8684,SKAP1
8685,SKAP2
8686,SKI
8687,SKIL
8688,SKIV2L
8689,MTREX
8690,SKP1
8691,SKP2
8692,SLA
8693,SLAIN2
8694,SLAMF7
8695,SLAMF8
8696,SLAMF9
8697,SLC10A3
8698,SLC10A6
8699,SLC11A1
8700,SLC12A4
8701,SLC12A6
8702,SLC12A7
8703,SLC14A1
8704,SLC15A3
8705,SLC15A4
8706,SLC16A2
8707,SLC16A3
8708,SLC16A7
8709,SLC17A5
8710,SLC18B1
8711,SLC19A2
8712,SLC1A5
8713,SLC20A2
8714,SLC22A15
8715,SLC22A17
8716,SLC22A18
8717,SLC22A23
8718,SLC23A2
8719,SLC24A5
8720,SLC25A10
8721,SLC25A11
8722,SLC25A12
8723,SLC25A13
8724,SLC25A16
8725,SLC25A17
8726,SLC25A20
8727,SLC25A24
8728,SLC25A25
8729,SLC25A26
8730,SLC25A27
8731,SLC25A29
8732,SLC25A3
8733,SLC25A35
8734,SLC25A36
8735,SLC25A37
8736,SLC25A39
8737,SLC25A4
8738,SLC25A43
8739,SLC25A45
8740,SLC25A46
8741,SLC25A5
8742,SLC25A51
8743,SLC26A11
8744,SLC26A2
8745,SLC26A8
8746,SLC27A1
8747,SLC27A3
8748,SLC27A4
8749,SLC29A1
8750,SLC2A1
8751,SLC2A12
8752,SLC2A13
8753,SLC2A4
8754,SLC2A8
8755,SLC30A5
8756,SLC30A6
8757,SLC30A9
8758,SLC31A1
8759,SLC31A2
8760,SLC35A1
8761,SLC35A3
8762,SLC35A4
8763,SLC35B1
8764,SLC35B2
8765,SLC35C2
8766,SLC35D2
8767,SLC35E4
8768,SLC35F5
8769,SLC35F6
8770,SLC35G1
8771,SLC36A4
8772,SLC37A2
8773,SLC37A3
8774,SLC38A1
8775,SLC38A10
8776,SLC38A11
8777,SLC38A2
8778,SLC38A4
8779,SLC38A6
8780,SLC38A7
8781,SLC38A9
8782,SLC39A1
8783,SLC39A10
8784,SLC39A11
8785,SLC39A13
8786,SLC39A3
8787,SLC39A9
8788,SLC3A2
8789,SLC40A1
8790,SLC41A1
8791,SLC41A3
8792,SLC43A2
8793,SLC43A3
8794,SLC44A1
8795,SLC44A2
8796,SLC44A3
8797,SLC45A4
8798,SLC46A1
8799,SLC48A1
8800,SLC4A1AP
8801,SLC4A2
8802,SLC4A7
8803,SLC50A1
8804,SLC52A2
8805,SLC52A3
8806,SLC6A13
8807,SLC6A2
8808,SLC6A6
8809,SLC6A8
8810,SLC6A9
8811,SLC7A13
8812,SLC7A2
8813,SLC7A4
8814,SLC7A6
8815,SLC7A6OS
8816,SLC7A8
8817,SLC8B1
8818,SLC9A1
8819,SLC9A3R1
8820,SLC9A3R2
8821,SLC9A6
8822,SLC9A8
8823,SLC9A9
8824,SLCO2A1
8825,SLCO2B1
8826,SLCO3A1
8827,SLFN5
8828,SLIRP
8829,SLIT2
8830,SLIT3
8831,SLK
8832,SLMAP
8833,SLPI
8834,SLTM
8835,SLU7
8836,SMAD1
8837,SMAD3
8838,SMAD4
8839,SMAD5
8840,SMAD6
8841,SMAGP
8842,SMAP1
8843,SMAP2
8844,SMARCA2
8845,SMARCA4
8846,SMARCA5
8847,SMARCB1
8848,SMARCC1
8849,SMARCC2
8850,SMARCD2
8851,SMARCD3
8852,SMARCE1
8853,SMC1A
8854,SMC3
8855,SMC4
8856,SMC5
8857,SMC6
8858,SMDT1
8859,SMG5
8860,SMG9
8861,SMIM1
8862,SMIM10L1
8863,SMIM12
8864,SMIM13
8865,SMIM14
8866,SMIM15
8867,SMIM19
8868,SMIM20
8869,SMIM22
8870,SMIM3
8871,SMIM5
8872,SMIM7
8873,SMIM8
8874,SMNDC1
8875,SMO
8876,SMOC1
8877,SMOC2
8878,SMPD1
8879,SMPD2
8880,SMPDL3A
8881,SMPDL3B
8882,SMTN
8883,SMU1
8884,SMUG1
8885,SMURF2
8886,SMYD2
8887,SMYD3
8888,SMYD4
8889,SNAI1
8890,SNAI2
8891,SNAP23
8892,SNAP29
8893,SNAP47
8894,SNAPC1
8895,SNAPC2
8896,SNAPC3
8897,SNAPC5
8898,SNAPIN
8899,SNCA
8900,SNCG
8901,SND1
8902,SNF8
8903,SNN
8904,SNRK
8905,SNRNP200
8906,SNRNP25
8907,SNRNP27
8908,SNRNP35
8909,SNRNP40
8910,SNRNP48
8911,SNRNP70
8912,SNRPA1
8913,SNRPB
8914,SNRPB2
8915,SNRPD1
8916,SNRPD2
8917,SNRPD3
8918,SNRPF
8919,SNTA1
8920,SNTB2
8921,SNU13
8922,SNUPN
8923,SNW1
8924,SNX1
8925,SNX10
8926,SNX11
8927,SNX12
8928,SNX14
8929,SNX15
8930,SNX16
8931,SNX17
8932,SNX18
8933,SNX19
8934,SNX2
8935,SNX20
8936,SNX21
8937,SNX24
8938,SNX27
8939,SNX29
8940,SNX3
8941,SNX30
8942,SNX31
8943,SNX32
8944,SNX4
8945,SNX5
8946,SNX6
8947,SNX7
8948,SOAT1
8949,SOCS1
8950,SOCS2
8951,SOCS3
8952,SOCS4
8953,SOCS5
8954,SOD1
8955,SOD2
8956,SOD3
8957,SON
8958,SORBS1
8959,SORBS2
8960,SORBS3
8961,SORCS2
8962,SORD
8963,SORL1
8964,SORT1
8965,SOSTDC1
8966,SOWAHC
8967,SOX15
8968,SOX17
8969,SOX18
8970,SOX2
8971,SOX4
8972,SOX5
8973,SOX7
8974,SOX9
8975,SP140
8976,SP3
8977,SPA17
8978,SPAG7
8979,SPAG9
8980,SPARC
8981,SPARCL1
8982,SPAST
8983,SPATA13
8984,SPATA6
8985,SPATA9
8986,SPATS2L
8987,SPC24
8988,SPC25
8989,SPCS1
8990,SPCS2
8991,SPCS3
8992,SPECC1L
8993,SPEG
8994,SPEN
8995,SPG21
8996,SPG7
8997,SPHK1
8998,SPHK2
8999,SPI1
9000,SPICE1
9001,SPIN4
9002,SPINT1
9003,SPINT2
9004,SPIRE1
9005,SPNS1
9006,SPOCK2
9007,SPON1
9008,SPON2
9009,SPOP
9010,SPOPL
9011,SPOUT1
9012,SPPL2A
9013,SPPL2B
9014,SPPL3
9015,SPR
9016,SPRED1
9017,SPRED2
9018,SPRN
9019,SPRR1A
9020,SPRY1
9021,SPRY2
9022,SPRYD3
9023,SPRYD7
9024,SPSB2
9025,SPTAN1
9026,SPTBN1
9027,SPTBN2
9028,SPTLC1
9029,SPTLC2
9030,SPTLC3
9031,SPTSSA
9032,SPTSSB
9033,SPTY2D1
9034,SQLE
9035,SQSTM1
9036,SRA1
9037,SRC
9038,SRD5A1
9039,SRD5A3
9040,SREBF1
9041,SREBF2
9042,SREK1
9043,SRF
9044,SRGAP2
9045,SRI
9046,SRM
9047,SRP14
9048,SRP19
9049,SRP68
9050,SRP72
9051,SRP9
9052,SRPK1
9053,SRPK2
9054,SRPK3
9055,SRPRA
9056,SRPRB
9057,SRPX
9058,SRPX2
9059,SRR
9060,SRRT
9061,SRSF1
9062,SRSF10
9063,SRSF11
9064,SRSF2
9065,SRSF3
9066,SRSF4
9067,SRSF6
9068,SRSF7
9069,SRXN1
9070,SS18
9071,SS18L2
9072,SSB
9073,SSBP1
9074,SSBP2
9075,SSBP3
9076,SSBP4
9077,SSC5D
9078,SSFA2
9079,SSH2
9080,SSH3
9081,SSNA1
9082,SSPN
9083,SSR1
9084,SSR2
9085,SSR3
9086,SSR4
9087,SSRP1
9088,SSSCA1
9089,SSU72
9090,ST13
9091,ST14
9092,ST3GAL1
9093,ST3GAL2
9094,ST3GAL3
9095,ST3GAL4
9096,ST3GAL5
9097,ST3GAL6
9098,ST6GALNAC2
9099,ST6GALNAC4
9100,ST6GALNAC6
9101,ST7
9102,ST7L
9103,ST8SIA4
9104,ST8SIA6
9105,STAB1
9106,STAG1
9107,STAG2
9108,STAMBP
9109,STAMBPL1
9110,STAP2
9111,STARD10
9112,STARD3NL
9113,STARD5
9114,STARD7
9115,STARD9
9116,STAT1
9117,STAT2
9118,STAT3
9119,STAT5B
9120,STAT6
9121,STAU1
9122,STAU2
9123,STBD1
9124,STC2
9125,STEAP3
9126,STEAP4
9127,STIM1
9128,STIP1
9129,STK10
9130,STK11
9131,STK16
9132,STK17B
9133,STK19
9134,STK24
9135,STK25
9136,STK26
9137,STK38
9138,STK38L
9139,STK4
9140,STMN1
9141,STMN2
9142,STN1
9143,STOM
9144,STOML1
9145,STOML2
9146,STON2
9147,STRAP
9148,STRBP
9149,STRIP1
9150,STRN3
9151,STRN4
9152,STT3A
9153,STT3B
9154,STUB1
9155,STX11
9156,STX12
9157,STX16
9158,STX19
9159,STX2
9160,STX3
9161,STX4
9162,STX5
9163,STX6
9164,STX7
9165,STX8
9166,STXBP1
9167,STXBP2
9168,STXBP3
9169,STXBP5
9170,SUB1
9171,SUCLA2
9172,SUCLG1
9173,SUCLG2
9174,SUCO
9175,SUDS3
9176,SUGT1
9177,SULF1
9178,SULF2
9179,SUMF1
9180,SUMO1
9181,SUMO3
9182,SUN1
9183,SUN2
9184,SUPT3H
9185,SUPT4H1
9186,SUPT5H
9187,SUPT7L
9188,SURF1
9189,SURF4
9190,SUSD1
9191,SUSD2
9192,SUSD3
9193,SUSD5
9194,SUSD6
9195,SVBP
9196,SVEP1
9197,SVIL
9198,SVOPL
9199,SWAP70
9200,SWI5
9201,SWT1
9202,SYAP1
9203,SYCE2
9204,SYDE1
9205,SYF2
9206,SYK
9207,SYMPK
9208,SYNCRIP
9209,SYNE2
9210,SYNGR1
9211,SYNGR2
9212,SYNJ2BP
9213,SYNM
9214,SYNPO
9215,SYNPO2
9216,SYNPR
9217,SYNRG
9218,SYPL1
9219,SYS1
9220,SYT11
9221,SYT15
9222,SYT16
9223,SYT8
9224,SYTL1
9225,SYTL2
9226,SYVN1
9227,SZRD1
9228,SZT2
9229,TACC1
9230,TACC2
9231,TACC3
9232,TACSTD2
9233,TADA3
9234,TAF1
9235,TAF10
9236,TAF11
9237,TAF12
9238,TAF13
9239,TAF15
9240,TAF1C
9241,TAF1D
9242,TAF2
9243,TAF5L
9244,TAF6
9245,TAF6L
9246,TAF8
9247,TAF9B
9248,TAGAP
9249,TAGLN
9250,TAGLN2
9251,TALDO1
9252,TANC1
9253,TANC2
9254,TANGO2
9255,TANK
9256,TAOK2
9257,TAOK3
9258,TAP1
9259,TAP2
9260,TAPBP
9261,TARDBP
9262,TARS
9263,TARS2
9264,TATDN1
9265,TAX1BP1
9266,TAZ
9267,TBC1D10A
9268,TBC1D10B
9269,TBC1D13
9270,TBC1D14
9271,TBC1D15
9272,TBC1D16
9273,TBC1D17
9274,TBC1D19
9275,TBC1D20
9276,TBC1D2B
9277,TBC1D32
9278,TBC1D5
9279,TBC1D8
9280,TBC1D9B
9281,TBCA
9282,TBCB
9283,TBCC
9284,TBCE
9285,TBKBP1
9286,TBL1X
9287,TBL1XR1
9288,TBL3
9289,TBP
9290,TBPL1
9291,TBRG1
9292,TBRG4
9293,TBX18
9294,TBX2
9295,TBX20
9296,TBX3
9297,TBX4
9298,TBX5
9299,TBXAS1
9300,TC2N
9301,TCAF1
9302,TCEA1
9303,TCEA3
9304,TCEAL5
9305,TCEAL8
9306,TCEAL9
9307,TCEANC2
9308,TCF12
9309,TCF19
9310,TCF20
9311,TCF21
9312,TCF25
9313,TCF3
9314,TCF4
9315,TCF7L1
9316,TCF7L2
9317,TCHP
9318,TCIRG1
9319,TCN2
9320,TCP1
9321,TCP11L2
9322,TCTA
9323,TCTEX1D2
9324,TCTN1
9325,TDRD3
9326,TDRD7
9327,TDRP
9328,TEAD1
9329,TEAD2
9330,TEC
9331,TECPR1
9332,TECR
9333,TEFM
9334,TEK
9335,TEKT2
9336,TEN1
9337,TENM3
9338,TEP1
9339,TERF2
9340,TERF2IP
9341,TES
9342,TESC
9343,TEX10
9344,TEX261
9345,TEX264
9346,TEX9
9347,TFAM
9348,TFCP2L1
9349,TFDP1
9350,TFE3
9351,TFEB
9352,TFF1
9353,TFG
9354,TFPI
9355,TFPT
9356,TFRC
9357,TGFB1
9358,TGFB1I1
9359,TGFB2
9360,TGFB3
9361,TGFBI
9362,TGFBR1
9363,TGFBR2
9364,TGFBR3
9365,TGFBRAP1
9366,TGIF1
9367,TGM2
9368,TGS1
9369,Tgtp2
9370,THAP1
9371,THAP11
9372,THAP12
9373,THAP3
9374,THAP4
9375,THAP7
9376,THBD
9377,THBS1
9378,THBS2
9379,THBS3
9380,THEM4
9381,THEM6
9382,THNSL2
9383,THOC1
9384,THOC2
9385,THOC3
9386,THOC5
9387,THOC7
9388,THOP1
9389,THRA
9390,THRAP3
9391,THRSP
9392,THSD1
9393,THSD4
9394,THTPA
9395,THUMPD3
9396,THY1
9397,THYN1
9398,TIA1
9399,TIAL1
9400,TIAM1
9401,TICAM2
9402,TIE1
9403,TIFA
9404,TIMD4
9405,TIMM10
9406,TIMM10B
9407,TIMM13
9408,TIMM17A
9409,TIMM17B
9410,TIMM22
9411,TIMM23
9412,TIMM29
9413,TIMM50
9414,TIMM8A
9415,TIMM8B
9416,TIMM9
9417,TIMMDC1
9418,TIMP1
9419,TIMP2
9420,TIMP3
9421,TINAGL1
9422,TIPARP
9423,TIPIN
9424,TIPRL
9425,TIRAP
9426,TJP1
9427,TJP2
9428,TJP3
9429,TK1
9430,TK2
9431,TKT
9432,TLCD1
9433,TLCD2
9434,TLDC1
9435,TLE3
9436,TLE4
9437,TLE6
9438,TLK1
9439,TLN1
9440,TLN2
9441,TLR2
9442,TLR6
9443,TLR7
9444,TM2D1
9445,TM2D2
9446,TM2D3
9447,TM4SF1
9448,TM7SF2
9449,TM7SF3
9450,TM9SF2
9451,TM9SF3
9452,TM9SF4
9453,TMA7
9454,TMBIM1
9455,TMBIM4
9456,TMBIM6
9457,TMC4
9458,TMC6
9459,TMC8
9460,TMCC1
9461,TMCC3
9462,TMCO1
9463,TMCO3
9464,TMCO4
9465,TMED1
9466,TMED3
9467,TMED4
9468,TMED5
9469,TMED7
9470,TMED9
9471,TMEM100
9472,TMEM106A
9473,TMEM106B
9474,TMEM106C
9475,TMEM107
9476,TMEM109
9477,TMEM11
9478,TMEM110-MUSTN1
9479,TMEM119
9480,TMEM120A
9481,TMEM123
9482,TMEM125
9483,TMEM126A
9484,TMEM126B
9485,TMEM127
9486,TMEM128
9487,TMEM129
9488,TMEM131
9489,TMEM132A
9490,TMEM132C
9491,TMEM134
9492,TMEM138
9493,TMEM140
9494,TMEM141
9495,TMEM147
9496,TMEM14A
9497,TMEM14C
9498,TMEM150A
9499,TMEM154
9500,TMEM158
9501,TMEM159
9502,TMEM160
9503,TMEM161A
9504,TMEM161B
9505,TMEM165
9506,TMEM167A
9507,TMEM167B
9508,TMEM173
9509,TMEM175
9510,TMEM176A
9511,TMEM176B
9512,TMEM178A
9513,TMEM181
9514,TMEM183A
9515,TMEM184A
9516,TMEM184B
9517,TMEM184C
9518,TMEM185B
9519,TMEM186
9520,TMEM189
9521,TMEM19
9522,TMEM198
9523,TMEM203
9524,TMEM204
9525,TMEM205
9526,TMEM208
9527,TMEM209
9528,TMEM214
9529,TMEM216
9530,TMEM218
9531,TMEM219
9532,TMEM222
9533,TMEM229A
9534,TMEM229B
9535,TMEM230
9536,TMEM234
9537,TMEM237
9538,TMEM238
9539,TMEM242
9540,TMEM243
9541,TMEM246
9542,TMEM248
9543,TMEM252
9544,TMEM255B
9545,TMEM256
9546,TMEM258
9547,TMEM259
9548,TMEM263
9549,TMEM30A
9550,TMEM30B
9551,TMEM33
9552,TMEM35B
9553,TMEM37
9554,TMEM38A
9555,TMEM38B
9556,TMEM39A
9557,TMEM39B
9558,TMEM40
9559,TMEM41A
9560,TMEM41B
9561,TMEM43
9562,TMEM45A
9563,TMEM45B
9564,TMEM47
9565,RXYLT1
9566,TMEM50A
9567,TMEM50B
9568,TMEM51
9569,TMEM53
9570,TMEM54
9571,PIP4P1
9572,TMEM59
9573,TMEM60
9574,TMEM63A
9575,TMEM63B
9576,TMEM64
9577,TMEM65
9578,TMEM70
9579,TMEM79
9580,TMEM86A
9581,TMEM87B
9582,TMEM88
9583,TMEM8B
9584,TMEM9
9585,TMEM94
9586,TMEM97
9587,TMEM98
9588,TMEM9B
9589,TMF1
